"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
28.27,32.05,23.23,14.08,2.37,0,0,40,100,0,0,896.5838509,5923,"5954","28","79.54","4.62","73.85","0","0","0","0","1.07","249","89.58","10.42","14983","0.531","1.88488754596854","24502",36047030700,"420","1.88488754596854","Cluster"
18.99,28.32,21.23,19.88,10.49,0.38,0.7,106,0,15.09,84.91,1047.169811,1971,"1980","50.2","90","63.18","1.26","0","23.99","0","1.57","0","74","91.28","8.72","25822","0.4309","0.132992331949386","47461",36047030800,"109","0.132992331949386","Uncluster"
28.45,19.8,26.4,17.95,7.39,0,0,46,19.57,41.3,39.13,1256.887299,2359,"2405","31","88.11","1.7","75.47","0","4.95","0","0","5.99","157","87.54","12.46","23497","0.4313","1.24857925031198","46309",36047030900,"176","1.24857925031198","Uncluster"
21.2,22.55,24.82,17.4,12.14,0.92,0.96,208,25.48,12.98,61.54,1226.618049,2924,"2924","31.9","86.11","8.07","69.87","0","1.03","0","1.78","5.37","222","87.34","12.66","28595","0.4779","0.0943610784326872","37014",36047031100,"217","0.0943610784326872","Uncluster"
12.33,24.41,20.84,17.03,21.25,3.21,0.92,177,21.47,0,78.53,1254.306723,5024,"5055","40.9","84.49","16.32","65.2","0","1.03","0","0","1.94","86","96.71","3.29","37054","0.5082","0.288714991034325","51818",36047031300,"147","0.288714991034325","Uncluster"
21.57,27.94,19.18,18.31,12.64,0.22,0.12,198,27.78,30.81,41.41,1230.094787,4967,"4978","47.8","94.62","65.95","0.48","0.48","27.7","0","0","0","154","93.93","6.07","35685","0.4265","0.156370859911063","80439",36047031400,"94","0.156370859911063","Uncluster"
12.56,18.55,11.23,35.89,15.86,5.44,0.47,265,23.77,0,76.23,1618.899083,4964,"4970","31.9","86.86","35.07","42.68","0","4.39","0","0","4.73","109","96.71","3.29","42032","0.4845","-0.0204125226075246","63313",36047031500,"254","-0.0204125226075246","Uncluster"
8.82,28.41,18.15,26.76,11.24,5.51,1.12,208,55.29,0,44.71,1728.68705,3784,"3805","32.3","92.98","31.56","52.85","0","4.52","0","0","4.05","227","91.08","8.92","44916","0.472","-0.221851104326131","78750",36047031701,"99","-0.221851104326131","Uncluster"
6.99,14.76,19.3,29.49,21.06,6.26,2.13,281,48.04,0,51.96,1709.502664,3315,"3315","31.7","87.18","35.38","39.43","0","5.19","0","0","7.18","144","93.57","6.43","45601","0.3993","-0.3548298735052","78355",36047031702,"123","-0.3548298735052","Uncluster"
13.46,14.76,27.85,30.79,10.11,2.47,0.56,118,19.49,0,80.51,1351.640112,3128,"3141","34.9","93.57","46.29","44.64","0","0.8","0","0","1.85","57","96.37","3.63","36642","0.4979","-0.0610227842875875","55357",36047031900,"107","-0.0610227842875875","Uncluster"
14.74,19.9,23.77,25.83,12.92,1.57,1.27,158,17.09,0,82.91,1527.15736,5472,"5488","33.7","90.54","20.92","58.69","0","3.19","0","6.74","1","190","93.89","6.11","38428","0.532","0.105274912331696","57574",36047032100,"246","0.105274912331696","Uncluster"
13.91,19.01,23.74,26.89,13.91,1.85,0.7,33,0,0,100,1481.424149,3482,"3506","35.8","90.53","23.53","64.86","0","0.34","0","0","1.8","94","95.21","4.79","38550","0.4732","0.41904763692818","77645",36047032300,"101","0.41904763692818","Uncluster"
15.23,31.6,22.28,22.54,7.36,0.66,0.33,149,63.09,0,36.91,1508.583162,6076,"6076","35.6","92.73","8.56","79","0","2.6","0","0","2.57","115","96.88","3.12","29367","0.4357","0.0296761024394083","51721",36047032500,"222","0.0296761024394083","Uncluster"
30.29,32.41,17.25,11.25,6.24,1.23,1.33,272,31.62,0,68.38,784.1158841,6730,"6730","30.2","70.39","13.15","39.54","0.52","12.35","0","0","4.83","538","76.64","23.36","13631","0.5432","2.09159268195118","23470",36047032600,"474","2.09159268195118","Cluster"
15.81,20.49,16.5,27.93,14.38,4.38,0.49,117,67.52,0,32.48,1550.752879,2544,"2544","42.8","81.56","16.43","59.51","0","3.93","0","0","1.69","147","91.51","8.49","40327","0.4816","0.304096723512892","55795",36047032700,"151","0.304096723512892","Uncluster"
31.08,27.01,18.62,16.38,5.95,0.97,0,46,34.78,0,65.22,948.5407066,2688,"2688","44.4","78.39","14.06","32.63","0.56","30.13","0","0","1","217","82.34","17.66","37975","0.687","2.00891485606878","41353",36047032800,"268","2.00891485606878","Cluster"
14.58,26.17,29.54,15.27,11.82,1.4,1.22,161,19.88,0,80.12,1336,6105,"6105","32.5","90.02","36.76","50.02","0","1.8","0","0","1.44","214","92.5","7.5","27931","0.5386","0.143499753479645","44922",36047032900,"225","0.143499753479645","Uncluster"
27.45,33.69,19.41,13.85,5.27,0,0.32,54,0,0,100,899.8773006,4996,"5006","33.2","76.31","16.4","49","0","7.83","0","0","3.08","243","84.16","15.84","14584","0.4935","1.82402743500308","22933",36047033000,"279","1.82402743500308","Cluster"
13.69,23.17,32.88,18.52,10.51,1.23,0,103,44.66,0,55.34,1226.721992,4020,"4058","28.7","96.18","61.26","34.67","0","0","0","0","0.25","328","84.84","15.16","25009","0.5142","-0.0252831576123556","40216",36047033100,"199","-0.0252831576123556","Uncluster"
11.49,32.82,26.79,18.69,6.41,2.6,1.2,154,18.18,0,81.82,1307.344633,4547,"4547","26.3","97.07","71.28","24.68","0.29","0.22","0","0","0.62","65","96.02","3.98","18958","0.4645","-0.029251691733454","49444",36047033300,"57","-0.029251691733454","Uncluster"
11.12,19.95,23.92,24.66,11.93,4.65,3.77,100,25,0,75,1458.646617,2709,"3034","24.7","98.35","70.73","23.63","0","0.96","0","0.43","2.6","92","91.01","8.99","26591","0.5675","-0.55643991005771","68036",36047033500,"67","-0.55643991005771","Uncluster"
12.55,18.95,21.92,21.74,17.21,6.36,1.27,375,5.07,10.13,84.8,1524.873737,4419,"4443","45","89.92","75.06","5.74","0","7.09","0","0","2.03","80","96.61","3.39","37285","0.4358","0.663149889797682","82850",36047033600,"92","0.663149889797682","Uncluster"
20.57,19.07,21.8,21.42,12.4,4.31,0.42,201,23.38,7.96,68.66,1442.46988,3763,"3856","32.3","80.96","42.48","34.31","0","3.6","0","0","0.57","44","97.63","2.37","27866","0.4575","-0.232552581629831","54006",36047033700,"148","-0.232552581629831","Uncluster"
27.65,15.9,20.59,23.17,10.81,0.91,0.97,175,38.86,0,61.14,1244.632401,4489,"4538","38.3","95.22","19.33","65.56","0","8.62","0","0.26","1.45","91","95.93","4.07","31191","0.5584","-0.201428460511713","40417",36047033900,"177","-0.201428460511713","Uncluster"
23.77,38.21,13.42,18.47,5.78,0,0.36,76,64.47,0,35.53,619.5512821,1481,"2050","62.3","76.78","35.41","34.29","0","7.07","0","0","0","30","92.33","7.67","13579","0.4571","0.973092365595067","21224",36047034000,"130","0.973092365595067","Uncluster"
15.05,24.84,26.47,24.39,6.88,1.92,0.46,58,37.93,0,62.07,1405.751391,2728,"3056","43.6","93.52","19.4","69.93","1.57","1.47","0","0","1.15","62","95.96","4.04","38840","0.5747","0.0844885528901424","51250",36047034100,"65","0.0844885528901424","Uncluster"
26.74,29.97,17.7,15.98,8.59,0.68,0.33,211,28.44,0,71.56,657.6589093,6038,"6064","49.3","71.04","34.68","32.52","0","3.13","0","0","0.71","236","84.43","15.57","11713","0.3866","1.23769588298309","17932",36047034200,"257","1.23769588298309","Uncluster"
25.28,29.57,21.59,18.04,5.27,0.26,0,140,0,0,100,955.0670241,5154,"5163","35.6","79.78","10.58","66.53","0","0.54","0","0","2.13","219","90.41","9.59","23590","0.5342","0.232552720544675","33385",36047034300,"147","0.232552720544675","Uncluster"
11.07,27.91,29.82,18.51,8.97,2.53,1.19,118,13.56,0,86.44,1391.868932,3070,"3108","33.9","92.54","14.38","68.18","0","0.51","0","2.45","7.01","128","92.86","7.14","26299","0.4863","2.0013909158316","44483",36047034500,"162","2.0013909158316","Cluster"
17.56,23.89,24.46,20.27,9.68,3.58,0.57,122,72.95,0,27.05,1105.774854,3336,"3350","38.7","86.78","2.21","81.46","0","2.78","0","0.33","0","172","91.09","8.91","27250","0.4864","2.24163030578807","43849",36047034700,"229","2.24163030578807","Cluster"
36.53,23.77,11.17,17.7,10.04,0.57,0.23,82,31.71,0,68.29,1694.372294,2862,"2885","29.5","51.58","24.78","3.71","0","23.08","0","0","0","85","93.95","6.05","18511","0.3801","1.67219208746697","54405",36047034800,"309","1.67219208746697","Cluster"
18.26,33.5,26.52,15.9,5.1,0,0.72,125,12.8,0,87.2,1259.913378,6126,"6145","31.2","90.41","7.79","79.1","0","1.25","0","0","2.26","320","90.32","9.68","22011","0.4769","1.70911823636599","41061",36047034900,"264","1.70911823636599","Cluster"
12.72,32.84,31.22,14.33,7.21,1.68,0,242,21.9,0,78.1,1277.389132,4650,"4650","33.8","81.01","23.1","52.8","0","1.98","0","0","3.14","217","91.62","8.38","22885","0.496","1.76215325112157","44624",36047035100,"383","1.76215325112157","Cluster"
25.27,26.51,19.7,19.48,7.03,2.01,0,96,83.33,0,16.67,1275.363098,5396,"5407","34.1","84.76","18.57","61","0","3.07","0","0","2.13","161","94.49","5.51","25110","0.4343","0.608125927431698","47321",36047035300,"196","0.608125927431698","Uncluster"
5.4,22.27,15.84,28.79,22.32,3.6,1.77,153,0,0,100,995.7190635,5765,"5765","56.7","93.13","90.32","0.95","0.38","0","0","0","1.47","109","95.73","4.27","37941","0.5452","-0.0378374190110763","50599",36047035400,"405","-0.0378374190110763","Uncluster"
18.08,26.87,32.61,13.34,6.82,0.55,1.72,140,50,13.57,36.43,1296.046629,5607,"5631","35.3","88.07","18.9","66.05","0","0","0","0","3.13","240","91.82","8.18","23774","0.4308","1.27366531753032","51875",36047035500,"261","1.27366531753032","Uncluster"
3.3,14.87,17.62,28.32,33.4,0.31,2.16,44,50,0,50,1016.574586,2834,"2834","65.5","96.4","87.9","6","0","0","0.21","0","2.29","61","93.79","6.21","26725","0.4839","0.0760249127860542","32111",36047035601,"42","0.0760249127860542","Uncluster"
3.2,20.51,22.5,30.79,17.08,4.39,1.52,124,9.68,12.1,78.23,1323.483146,5529,"5529","54.4","98.14","90.49","0.04","0","2.48","0","0","5.14","100","96.29","3.71","28938","0.4281","-0.127396376684447","45163",36047035602,"68","-0.127396376684447","Uncluster"
20.56,31.98,30.26,13.13,4.07,0,0,41,43.9,0,56.1,1117.610063,2321,"2328","31.8","83.98","2.06","78.39","0","0.43","0","0.21","2.88","113","89.87","10.13","23938","0.6058","2.19459560947524","30495",36047035700,"178","2.19459560947524","Cluster"
27.19,36.75,24.11,7.69,3.34,0.92,0,188,14.36,0,85.64,1073.305478,5550,"5593","32.9","87.61","4.02","80.12","0.45","0.91","0","0.13","1.98","269","88.1","11.9","19218","0.502","2.87347944913575","32326",36047035900,"262","2.87347944913575","Cluster"
9.79,25.5,16.96,24.33,16.93,4.71,1.78,96,16.67,16.67,66.67,946.7706013,3155,"3155","58.3","98.38","91.6","0.54","0","0.73","0","0","5.52","104","91.59","8.41","29526","0.5547","-0.769412758566325","25265",36047036001,"93","-0.769412758566325","Uncluster"
9.79,25.14,14.72,27.4,20.63,1.94,0.38,125,0,0,100,830.9807992,4069,"4074","62.1","99.61","90.35","0.37","0","1.99","0","0","6.9","140","90.16","9.84","19662","0.5448","-0.842455251318959","16073",36047036002,"66","-0.842455251318959","Uncluster"
21.74,40.97,24.67,9.85,2.41,0.21,0.15,84,54.76,0,45.24,948.0077745,2676,"2787","40","78.33","5.67","71.51","0","0.83","0","0.32","0","34","96.15","3.85","15746","0.5137","1.49907076418452","25694",36047036100,"172","1.49907076418452","Uncluster"
20.93,19.9,17.23,23.72,14.51,2.18,1.53,136,11.03,0,88.97,1374.328679,3832,"3855","38","74.16","47.86","0.78","0.88","20.29","0","2.98","1.37","97","94.78","5.22","21486","0.5158","-1.12555309311414","42670",36047036200,"186","-1.12555309311414","Uncluster"
19.68,45.68,19.01,9.28,5.74,0,0.61,143,70.63,0,29.37,1155.621302,5044,"5044","35.3","84.3","3.98","78.59","0","0.5","0","0","1.23","75","96.25","3.75","19043","0.5102","2.79178632705942","34063",36047036300,"338","2.79178632705942","Cluster"
10.91,21.49,20.94,31.4,13.25,1.73,0.28,24,0,50,50,1367.182663,2443,"2443","41.8","88.62","66.8","1.56","0","16.33","0","0","3.93","120","90.82","9.18","23645","0.4239","-0.839508861610315","59712",36047036400,"112","-0.839508861610315","Uncluster"
22.36,31.99,22.67,19.94,3.04,0,0,105,57.14,0,42.86,1228.583129,3402,"3417","32.1","87.53","0.23","86.51","0","0.79","0","0","0","65","95.32","4.68","21453","0.4967","1.17755909290925","46538",36047036501,"68","1.17755909290925","Uncluster"
26.1,42.03,14.68,13.31,3.88,0,0,123,18.7,0,81.3,1144.444444,1410,"1415","33.6","56.11","3.53","50.04","0","0.49","0","0","2.05","15","97.35","2.65","20993","0.4408","2.70879828304289","38750",36047036502,"205","2.70879828304289","Cluster"
20.84,28.3,13.98,21.92,13.17,1.32,0.47,58,0,0,100,1366.567164,3970,"4268","39.4","80.86","47.84","2.04","0","27.18","0","0","3.8","103","94.4","5.6","21330","0.4708","-0.584527019168098","48050",36047036600,"144","-0.584527019168098","Uncluster"
26.86,28.87,21.33,17.51,2.01,1.31,2.11,63,14.29,0,85.71,1370.555556,1281,"1281","33.8","66.35","5.7","53.32","0","5.62","0","1.72","0","23","96.86","3.14","25913","0.404","0.656322579693853","54432",36047036700,"177","0.656322579693853","Uncluster"
24.96,28.54,25.7,16.27,2.9,1.63,0,176,22.16,19.32,58.52,1173.559671,5761,"5787","29.4","78.83","8.07","68.45","0","1.64","0","0.43","0.24","62","97.55","2.45","18675","0.5129","0.369794366699815","35977",36047036900,"291","0.369794366699815","Uncluster"
14.38,22.25,21.6,25.95,11.01,3.86,0.95,187,0,19.79,80.21,1400.465116,4215,"4231","45.3","96.15","64.33","0.24","0.9","28.62","0","0.8","1.25","72","96.13","3.87","31072","0.4636","-0.282608188434933","57888",36047037000,"53","-0.282608188434933","Uncluster"
12.32,39.07,25.77,14.98,7.86,0,0,90,14.44,15.56,70,1528.424386,4711,"4711","33","82.89","9.83","70.37","0","0.96","0","0","1.74","135","94.27","5.73","29950","0.4198","0.705262874288779","64848",36047037100,"151","0.705262874288779","Uncluster"
12.84,33.47,22.12,22.37,7.94,0.33,0.93,151,19.87,0,80.13,1386.211901,4454,"4486","27.4","82.52","15.54","61.79","1.05","2.21","0","0","1.94","147","94.05","5.95","28442","0.5296","1.1497885654587","45179",36047037300,"171","1.1497885654587","Uncluster"
8.2,27.95,15.27,30.63,14.96,2.65,0.34,168,0,0,100,1427.543994,4364,"4376","37.9","96.55","69.08","7.56","0","10.31","0","3.79","5.8","103","95.12","4.88","33975","0.4846","-0.380390696174168","55341",36047037401,"127","-0.380390696174168","Uncluster"
13.3,18.76,22.94,20.81,20.1,2.62,1.47,158,0,10.76,89.24,1348.239824,4937,"4937","44.2","86.83","55.46","3.38","0","22","0","0","6","134","94.43","5.57","25516","0.499","0.364478467433139","31832",36047037402,"69","0.364478467433139","Uncluster"
20.34,28.9,20.99,16.15,10.1,0.74,2.79,148,65.54,0,34.46,1754.52151,3227,"3229","32.8","79.25","19.6","51.29","0.19","5.92","0","0.28","1.98","139","92.39","7.61","26758","0.3966","0.942911664080573","51495",36047037500,"209","0.942911664080573","Uncluster"
11.63,33.72,20.93,20.57,8.88,0.67,3.6,179,24.02,8.38,67.6,1574.218009,4541,"4541","37.9","86.99","12.09","68.95","0","1.92","0","0","4.03","124","94.04","5.96","37630","0.5777","0.68966739717547","52367",36047037700,"174","0.68966739717547","Uncluster"
12.55,35.23,24.02,15.32,10.26,1.08,1.53,51,37.25,0,62.75,1224.469067,4602,"4660","33.8","92.73","9.74","80.52","0","0.94","0","0","1.52","56","97.59","2.41","27578","0.5107","0.667337358130616","46429",36047037900,"191","0.667337358130616","Uncluster"
16.46,33.12,18.26,23.1,6.14,2.02,0.89,77,10.39,0,89.61,1031.431706,5397,"5397","34.4","87.22","12.04","70.74","0","1.96","0","0","2.46","135","95.54","4.46","28889","0.5119","0.628241444449028","45667",36047038100,"275","0.628241444449028","Uncluster"
38.25,28.05,16.26,10.59,2.16,2.78,1.9,63,0,0,100,570.4428904,5738,"5740","45.5","65.71","2.68","33.64","0","26.57","0","0","2.82","380","82.56","17.44","13514","0.5713","-0.959797577687662","18169",36047038200,"118","-0.959797577687662","Uncluster"
13.13,24.31,21.65,29.04,11.21,0,0.65,227,21.59,7.49,70.93,1659.036145,4720,"4720","33.6","96.65","12.46","71.17","0.36","9.81","0","0","2.86","157","93.88","6.12","39387","0.5357","0.372663842857395","73641",36047038300,"111","0.372663842857395","Uncluster"
9.49,26.78,15.71,29.99,16.26,1.16,0.61,322,33.23,0,66.77,1504.880582,3963,"3963","36.5","89.88","15.67","68.18","0","5.53","0","0","0.5","119","94.88","5.12","42071","0.4986","0.604582813211319","79107",36047038500,"142","0.604582813211319","Uncluster"
18.78,31.24,15.23,23.32,9.11,1.63,0.69,176,22.73,0,77.27,1382.926829,3669,"3669","38.1","72.44","35.65","0.03","0","34.45","0","0.3","2.02","134","91.86","8.14","28672","0.4377","-1.29715274369085","83594",36047038600,"92","-1.29715274369085","Uncluster"
14.15,24.64,24.96,24.16,10.84,1.25,0,304,27.3,21.38,51.32,1440.618337,3850,"3882","35.9","82.82","21.59","56.36","0.62","3.07","0","0","1.18","161","92.42","7.58","31997","0.4793","1.29904671460392","64917",36047038700,"297","1.29904671460392","Uncluster"
11.62,31.94,16.86,24.42,14.87,0.3,0,29,0,0,100,1399.572284,4085,"4094","32.3","93.23","67.29","11.94","0","13.14","0","0","0.85","63","96.75","3.25","30473","0.4328","-1.74078523802349","64375",36047038800,"69","-1.74078523802349","Uncluster"
15.09,26.92,24.59,24.39,8.47,0.44,0.1,150,24,16,60,1745.886443,2822,"2837","32.9","49.38","31.86","5.39","0","9.59","0","0.63","1.9","99","94.34","5.66","33469","0.4029","1.76609979630424","74352",36047038900,"375","1.76609979630424","Cluster"
12,30.85,22.88,19.15,12.67,1.42,1.04,128,0,0,100,1534.129693,2386,"2397","30.2","91.74","86.82","0","0","2.63","0","0","2.29","43","95.44","4.56","30556","0.4939","-1.69815321581217","70114",36047039000,"40","-1.69815321581217","Uncluster"
22.41,25.53,13.28,28.26,8.18,2.33,0,58,55.17,0,44.83,1728.025478,3239,"3239","30.1","38.75","25.84","3.37","0","6.88","0","1.33","1.33","206","90.75","9.25","34782","0.4567","1.41766343868743","70945",36047039100,"246","1.41766343868743","Uncluster"
19.12,28.58,18.7,20.59,9.4,3.61,0,99,31.31,0,68.69,1463.650546,2880,"2880","33.4","94.55","86.46","1.18","0","6.91","0","0","0","68","95.02","4.98","36155","0.4958","-1.26957626642747","64500",36047039200,"38","-1.26957626642747","Uncluster"
20.25,17.9,19.3,32.68,8.06,0.99,0.82,149,35.57,26.85,37.58,1857.091882,3866,"3890","29.3","51.59","26.27","15.48","0","7.4","0","0.54","1.9","179","92.59","7.41","32597","0.4748","1.85756107914732","75256",36047039300,"279","1.85756107914732","Cluster"
25.23,35.31,14.22,14.37,8.59,1.56,0.7,132,3.79,0,96.21,1328.660436,2338,"2338","28.1","87.17","79.3","2.4","0","0.81","0","0","4.66","4","99.42","0.58","38329","0.6787","-2.39870356099377","46198",36047039400,"49","-2.39870356099377","Uncluster"
22.07,21.58,24.67,24.22,5.01,0.75,1.69,123,49.59,0,50.41,1726.554788,3791,"3858","31.4","67.29","24.44","34.19","0","6.61","0","0","2.05","285","86.96","13.04","24132","0.4653","0.896288644513267","56598",36047039500,"225","0.896288644513267","Uncluster"
8.64,32.72,29.59,23.09,4.66,0.38,0.92,153,0,0,100,1670.951157,2058,"2058","32.9","98.45","82.12","0","7","1.85","7.19","0","0.29","36","95.52","4.48","36280","0.5436","-2.13902679240464","64375",36047039600,"33","-2.13902679240464","Uncluster"
16.44,26.09,28.41,16.6,8.45,2.48,1.53,212,17.45,9.43,73.11,1467.120419,3553,"3553","32.1","67.97","18.18","46.95","0","1.04","0","0.68","1.13","77","95.74","4.26","30472","0.559","1.20518113220634","45685",36047039700,"288","1.20518113220634","Uncluster"
28.8,26.58,15.01,15.36,10.46,1.92,1.87,45,31.11,0,68.89,1334.005038,2851,"2878","35.5","79.22","28.35","0","0","47.01","0","0","3.86","175","88.31","11.69","28796","0.4706","-1.46119709013402","71679",36047039800,"35","-1.46119709013402","Uncluster"
19.41,30.84,27.48,17.52,4.74,0,0,112,28.57,0,71.43,1428.429752,3838,"3873","30.1","50.74","12.06","32.95","0","0.59","0","3.54","1.6","161","92.48","7.52","26773","0.5201","0.286162160557523","51776",36047039900,"145","0.286162160557523","Uncluster"
24.84,28.68,22.29,17.42,6.77,0,0,89,16.85,0,83.15,1371.526587,2978,"3003","44.2","86.55","40.63","0.8","0","44.89","0","0","0.23","79","95.05","4.95","27698","0.4579","-2.03436074285575","52125",36047040000,"93","-2.03436074285575","Uncluster"
16.59,28.74,19.83,27.46,6.78,0,0.6,214,26.17,12.15,61.68,1516.030534,3138,"3162","32.6","69.89","17.77","44.94","0","4.4","0","1.93","0.85","93","95.02","4.98","29180","0.5064","0.315366214887602","55625",36047040100,"191","0.315366214887602","Uncluster"
28.76,29.43,16.64,18.25,5.77,1.16,0,55,47.27,0,52.73,1346.92623,2988,"2988","39.8","84.04","32.26","0","0","49.73","0","0","2.04","127","91.61","8.39","25231","0.4571","-1.77925765521478","57404",36047040200,"79","-1.77925765521478","Uncluster"
12.57,31.99,26.1,16.21,11.35,0.39,1.39,280,36.07,10,53.93,1721.180556,3521,"3529","34.3","72.68","12.69","57.67","0","2.32","0","0","0","46","97.56","2.44","26842","0.4796","-0.0775318054766915","60855",36047040300,"157","-0.0775318054766915","Uncluster"
27.78,31.61,15.47,15.69,6.19,1.12,2.14,85,25.88,0,74.12,1353.82716,2443,"2459","42.9","94.06","44.16","1.46","0.61","46.36","0","0","1.46","91","92.73","7.27","29569","0.4828","-1.20780757519071","61087",36047040400,"32","-1.20780757519071","Uncluster"
16.1,26.9,17.2,32.11,5.76,1.92,0,83,34.94,0,65.06,1721.730382,1513,"1513","30","57.24","13.62","36.95","0","3.44","0","0","3.24","18","98.09","1.91","28581","0.452","-0.200142294834756","63438",36047040500,"117","-0.200142294834756","Uncluster"
