"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
8.59,30.26,28.11,23.82,6.19,2.27,0.76,59,0,0,100,1415.466667,2290,"2290","41.3","70.87","55.41","0.79","0","11","0","0.04","3.62","42","96.26","3.74","42873","0.4726","-2.02074340912603","95333",36081051100,"54","-2.02074340912603","Uncluster"
17.1,23.92,33.22,14.9,6.64,1.33,2.89,49,0,0,100,1336.075949,2481,"2512","38.1","88.69","0.36","72.89","0","5.93","0","8.36","1.15","148","89.74","10.26","29790","0.3995","-1.48685704065651","85000",36081051200,"97","-1.48685704065651","Uncluster"
8.37,45.6,21.21,15.22,8.01,1.59,0,109,24.77,0,75.23,1761.392405,2439,"2439","36.7","78.8","59.33","3.24","0","15.95","0","0","0.29","48","96.13","3.87","32367","0.3357","-1.57272704964081","91218",36081051300,"37","-1.57272704964081","Uncluster"
13.72,28.77,26.21,16.12,12.91,0.94,1.33,62,0,0,100,1628.140704,3446,"3446","36.3","73.53","63","0.49","0","7.98","0","0.46","1.6","68","95.91","4.09","36423","0.4052","-1.43091933347945","82487",36081051500,"49","-1.43091933347945","Uncluster"
13.29,23.52,30.96,24.35,7.18,0,0.7,19,0,0,100,1226.923077,2175,"2183","42","86.35","0.55","81.17","0.18","0","0","1.92","2.52","218","83.01","16.99","29370","0.3769","-1.54664239168467","87773",36081051600,"46","-1.54664239168467","Uncluster"
16.7,32.37,23.8,20.15,6.01,0.96,0,114,25.44,8.77,65.79,1613.296399,2000,"2007","42.7","69.21","65.22","0","0","3.99","0","0","0","39","96.56","3.44","37317","0.4387","-2.0876489283817","86513",36081051700,"60","-2.0876489283817","Uncluster"
11.81,37.33,26.48,13.27,9.02,1.14,0.95,28,0,0,100,1335.087719,2181,"2181","40.7","97.52","0.05","95.41","0","0.32","0","0","1.74","103","91.97","8.03","30093","0.4267","-1.67922992857361","77462",36081051800,"50","-1.67922992857361","Uncluster"
17.04,28.04,31.02,17.04,4.6,0.81,1.44,29,0,0,100,1660.377358,1393,"1410","42.5","95.18","1.21","82.98","0","0.35","0","6.03","4.61","44","95.05","4.95","29667","0.3532","-1.69396187711682","76576",36081052000,"44","-1.69396187711682","Uncluster"
11.45,35.18,21.25,23.22,7.38,1.15,0.38,89,55.06,6.74,38.2,1501.785714,2244,"2253","41.8","75.19","66.93","1.29","0","6.13","0","0.58","0.27","68","94.23","5.77","41766","0.4811","-1.78235356837612","93500",36081052100,"33","-1.78235356837612","Uncluster"
15.03,31.22,31.14,16.28,5.76,0,0.58,17,0,0,100,1682.758621,1760,"1760","41.8","93.52","0","87.05","3.18","3.3","0","0","0","43","94.95","5.05","28921","0.3552","-1.93015510983333","91313",36081052200,"55","-1.93015510983333","Uncluster"
16.73,27.1,35.14,12.56,6.43,1.17,0.88,27,0,0,100,1194.666667,1985,"1988","39.8","90.04","0","86.97","0","2.06","0","0.2","0.8","32","97.08","2.92","32016","0.4407","-2.03110807339915","91172",36081052400,"44","-2.03110807339915","Uncluster"
16.09,35.35,23.21,19.59,5.76,0,0,16,68.75,0,31.25,1452.960526,2543,"2543","37.2","64.77","55.33","1.77","0","5.51","0","0.28","1.89","91","93.19","6.81","27136","0.4209","-1.39264879030718","73333",36081052500,"41","-1.39264879030718","Uncluster"
14.58,34.26,26.33,15.48,8.23,1.12,0,32,0,0,100,1324.817518,1933,"1933","37.9","91.77","7.35","74.91","0","2.33","0","5.43","1.76","38","96.27","3.73","30525","0.4318","-1.81181746546255","76731",36081052600,"47","-1.81181746546255","Uncluster"
15.98,38.56,23.18,17.08,2.1,1.4,1.7,86,11.63,10.47,77.91,1215,1434,"1434","40.1","92.26","0","79.92","0","1.32","0.98","9.27","0.77","30","96.01","3.99","28830","0.4084","-1.40636444556239","83250",36081052800,"49","-1.40636444556239","Uncluster"
9.91,32.97,31.17,18.68,5.65,1.38,0.24,55,0,30.91,69.09,1671.544715,2473,"2473","38.3","98.3","1.29","96.24","0","0","0","0.24","0.53","52","96.16","3.84","26479","0.3051","-1.65909466276581","81848",36081053000,"65","-1.65909466276581","Uncluster"
10.91,32.56,32.56,20.52,3.46,0,0,126,46.03,0,53.97,1451.015228,3398,"3417","37.5","71.32","57.48","2.05","1.87","5.53","0","0.85","3.54","228","88.43","11.57","30277","0.4119","-1.4258404136303","63447",36081053100,"82","-1.4258404136303","Uncluster"
8.66,32.11,27.56,18.37,11.73,0.6,0.97,64,32.81,0,67.19,1731.90184,1973,"1996","42.5","92.08","0.55","80.81","8.02","0.05","0.35","0.65","1.65","62","93.32","6.68","31084","0.45","-1.8137079119246","84946",36081053200,"49","-1.8137079119246","Uncluster"
6.82,28.51,36.04,16.47,9.14,1.42,1.61,42,30.95,0,69.05,1122.48062,2119,"2125","45.1","85.74","1.65","83.86","0","0","0","0","0.24","56","95.4","4.6","31824","0.3735","-2.11049272639407","92961",36081053401,"87","-2.11049272639407","Uncluster"
16.69,54.69,16.57,9.73,2.32,0,0,49,18.37,0,81.63,1694.217687,1432,"1432","34.1","30.24","29.61","0","0.63","0","0","0","0","36","94.99","5.01","25685","0.3816","0.0779903275841749","65208",36081053500,"72","0.0779903275841749","Uncluster"
12.85,31.22,33.98,17.15,4.8,0,0,9,0,0,100,1338.679245,1781,"1781","39.3","89.67","0.39","79.96","0","4.21","0","4.44","0.67","118","87.91","12.09","26123","0.3614","-1.07273772462405","101741",36081053800,"44","-1.07273772462405","Uncluster"
17.24,26.19,23.23,19.38,12.15,0.83,0.99,143,28.67,0,71.33,1773.202614,4420,"4433","34.7","54.39","31.6","2.1","0","19.04","0","0","1.65","132","94.61","5.39","32391","0.3708","0.329224901326494","83566",36081053900,"154","0.329224901326494","Uncluster"
17.75,29.74,32.75,14.44,5.33,0,0,75,25.33,20,54.67,1357.483731,4264,"4290","39.6","78.72","0.7","58.32","0.98","5.5","0","11.66","1.56","271","88.36","11.64","25274","0.4186","-0.949455080583735","69191",36081054000,"114","-0.949455080583735","Uncluster"
15.3,39.45,26.56,12.06,5.44,0.21,0.98,149,42.95,12.08,44.97,1319.43662,4731,"4737","43.2","76.53","8.21","25.14","0","22.1","0","12.18","8.89","153","94.12","5.88","27699","0.4187","-1.28811599794893","72966",36081054200,"105","-1.28811599794893","Uncluster"
27.2,33.2,20.72,14.39,3.88,0.62,0,97,11.34,0,88.66,1514.049587,4039,"4039","32.3","30.97","23.82","3.29","0","2.18","0","0","1.68","76","96.74","3.26","25571","0.4037","-0.197195905126112","59187",36081054500,"72","-0.197195905126112","Uncluster"
25.32,30.42,17.6,19.01,7.03,0.63,0,127,26.77,0,73.23,1652.38954,5005,"5048","32.6","36.93","21.49","2.61","0","11.13","0","1.13","0.55","143","95.25","4.75","29338","0.4145","-0.0829887224261954","76493",36081054700,"130","-0.0829887224261954","Uncluster"
17.91,22.47,23.7,28.5,5.85,0.7,0.88,43,0,0,100,1296.629213,2354,"2354","39","83.09","1.27","11","2.25","54.46","0","7.43","6.67","52","95.87","4.13","28554","0.434","-1.20486118548206","74167",36081054800,"37","-1.20486118548206","Uncluster"
30.36,23,16.26,25.2,4.78,0,0.41,96,29.17,0,70.83,1706.117353,6409,"6437","30.4","37.69","21.73","1.17","0","14.21","0","0.2","0.37","154","95.8","4.2","23661","0.3686","0.386189257185227","75500",36081054900,"288","0.386189257185227","Uncluster"
17.07,24.42,24.8,20.54,12.28,0.88,0,228,58.77,0,41.23,1545.71833,4242,"4244","33.3","56.69","40.57","3.89","0","11.1","0","0.52","0.61","169","93.5","6.5","30166","0.3702","-0.0256910944564025","75280",36081055100,"203","-0.0256910944564025","Uncluster"
23.61,22.8,20.76,22,8.93,0.67,1.24,43,51.16,0,48.84,1303.011094,2880,"2955","40.2","66.94","5.25","26.23","0","18","0","9.75","7.72","63","96.31","3.69","28740","0.4265","-1.72802108563948","63261",36081055200,"108","-1.72802108563948","Uncluster"
21.9,24.97,18.61,28.31,4.08,1.8,0.32,59,42.37,0,57.63,1683.044554,2786,"2786","30.3","43.93","18.38","3.12","0","16.22","0","0","6.21","35","97.55","2.45","25413","0.4423","0.318422293886435","59907",36081055300,"163","0.318422293886435","Uncluster"
16.26,30.44,29.2,16.65,5.94,1.51,0,29,0,0,100,1492.569659,2530,"2530","38","78.26","15.89","13.56","0.43","44.7","0","3.68","0","80","93.7","6.3","28061","0.4088","-0.715760493847304","74821",36081055400,"49","-0.715760493847304","Uncluster"
23.1,27.93,25.72,16.48,6.14,0.62,0,44,20.45,18.18,61.36,1551.193059,2295,"2335","33.7","35.16","21.33","3.9","0","6","0","1.58","2.36","26","97.7","2.3","22865","0.4075","-0.445873699568217","64423",36081055500,"76","-0.445873699568217","Uncluster"
10.58,38.95,24.14,16.8,7.84,0.75,0.93,8,0,0,100,1092.70073,2246,"2282","43","78.62","7.84","16.78","0","33.22","0","13.01","7.76","77","93.23","6.77","30856","0.445","-1.14981598605424","77829",36081055600,"34","-1.14981598605424","Uncluster"
16.11,26.12,30.46,14.81,12.14,0,0.36,136,34.56,25.74,39.71,1450.271739,4275,"4275","30.5","36.75","29.12","2.67","0","4.51","0","0","0.44","65","97.23","2.77","24319","0.3787","-0.790121201279381","65799",36081055700,"136","-0.790121201279381","Uncluster"
20.59,26.04,26.42,18.85,7.42,0.23,0.45,35,0,0,100,1795,1702,"1702","46.8","77.73","12.98","17.33","0","29.14","0","6.29","11.99","35","96.29","3.71","33454","0.3803","-0.882352905502712","95735",36081055800,"31","-0.882352905502712","Uncluster"
20.8,25.24,17.2,26.21,10.54,0,0,31,16.13,0,83.87,1951.071429,1179,"1184","28.9","28.21","17.74","2.53","0","4.73","0","3.21","0","22","97.09","2.91","27773","0.4132","-1.10616065045821","70000",36081055900,"84","-1.10616065045821","Uncluster"
12.36,46.49,19.62,14.51,6.06,0.96,0,27,0,0,100,1733.823529,1809,"1809","37.8","66.5","15.92","4.81","0","31.51","0","8.13","6.14","47","94.06","5.94","24986","0.3687","-1.62080220561378","70313",36081056000,"261","-1.62080220561378","Uncluster"
17.29,34.36,30.73,12.78,3.85,0.99,0,152,19.74,15.79,64.47,1350.961538,1178,"1178","46.6","72.5","14.09","11.38","0","25.04","0","15.03","6.96","13","97.75","2.25","30761","0.4437","-0.541923501037359","57132",36081056400,"25","-0.541923501037359","Uncluster"
15.1,33.58,28.21,15.92,6.55,0.64,0,9,100,0,0,1828.767123,1569,"1569","37.1","28.87","21.8","2.23","0","2.49","0","0.57","1.78","43","95.31","4.69","30974","0.4216","-1.25344195972227","71719",36081056500,"32","-1.25344195972227","Uncluster"
17.62,27.11,34.87,14.46,5.94,0,0,47,55.32,0,44.68,1418.709677,1316,"1316","48.6","78.34","9.65","29.86","0","29.03","0","5.09","4.71","17","97.86","2.14","32370","0.4103","-0.488888486281783","77031",36081056600,"43","-0.488888486281783","Uncluster"
12.77,37.55,31.1,11.41,6.56,0,0.6,138,15.94,0,84.06,1700.53286,5167,"5175","39","35.86","30.2","1.12","0","3.4","0","0","1.14","42","98.56","1.44","34771","0.3332","-1.17164365385226","96970",36081056700,"79","-1.17164365385226","Uncluster"
17.12,30.84,26.61,17.23,6.86,0.46,0.88,61,0,32.79,67.21,1415.384615,4996,"5039","39.8","79.2","5.2","56.16","0","8.16","0","2.76","6.93","456","84.14","15.86","29092","0.3663","-0.814215593659743","83295",36081056800,"266","-0.814215593659743","Uncluster"
13.97,41.79,17.16,16.38,7.73,2.98,0,80,31.25,0,68.75,1440.146751,4169,"4169","38.8","60.54","56.63","1.03","0.5","1.61","0","0","0.77","128","92.63","7.37","29014","0.4193","-1.15167579878048","65607",36081057700,"108","-1.15167579878048","Uncluster"
9.3,23.6,30.35,24.65,9.82,1.84,0.44,74,39.19,0,60.81,1537.837838,1643,"1643","37.2","60.19","56.06","0.37","0","3.77","0","0","0","49","93.73","6.27","27679","0.405","-0.520944435306275","59306",36081057900,"33","-0.520944435306275","Uncluster"
14.33,25.01,27.33,23.71,7.1,1.12,1.4,9,0,0,100,1237.101449,4067,"4140","36.6","88.53","0.82","75.1","0.22","1.43","0.8","5.75","4.42","254","89.08","10.92","29471","0.3985","-0.504810128601077","87986",36081058000,"72","-0.504810128601077","Uncluster"
11.53,24.95,30.88,22.39,10.25,0,0,67,55.22,0,44.78,1529.601227,3048,"3048","34.1","59.61","53.05","2.62","0","2.4","0","0","1.54","30","98.09","1.91","35971","0.4619","-0.867717214957108","75665",36081058100,"196","-0.867717214957108","Uncluster"
16.93,24.99,33.93,16.76,6.5,0.6,0.29,71,28.17,18.31,53.52,1076.706827,4774,"4838","42.5","90.55","2.34","77.68","0","3.31","0","5.56","1.67","252","91.52","8.48","31514","0.3597","-1.14597573692856","100505",36081058200,"123","-1.14597573692856","Uncluster"
16.65,28.46,29.67,15.36,7.76,0.35,1.75,160,25.62,0,74.38,1663.035921,3736,"3736","35.9","67.21","55.59","1.31","0","8.03","0","0.96","1.31","44","97.82","2.18","35792","0.3787","-0.227300053271669","89028",36081058300,"72","-0.227300053271669","Uncluster"
10.64,24.01,27.57,25.77,8.91,2.89,0.2,110,15.45,0,84.55,1665.414847,4464,"4464","34.9","63.55","49.51","1.19","0","11.47","0","1.05","0.34","128","94.8","5.2","30303","0.3545","-0.47588674279049","79898",36081058500,"70","-0.47588674279049","Uncluster"
15.92,29.48,26.59,17.73,9.35,0,0.92,161,27.33,0,72.67,1633.031674,3550,"3550","36.8","73.61","70.17","1.1","0","2.34","0","0","0","16","99.14","0.86","28970","0.3535","-0.772639619907365","69358",36081058700,"64","-0.772639619907365","Uncluster"
11.99,32.94,24.35,18.8,10.41,0,1.52,110,33.64,0,66.36,1480.683507,5227,"5296","32.3","54.87","51.51","0.34","0","3.02","0","0","0","93","96.67","3.33","25664","0.4473","-0.318858662444618","62083",36081058900,"105","-0.318858662444618","Uncluster"
13.61,27.48,28.15,20.4,9.53,0,0.83,134,23.13,0,76.87,1541.681059,5736,"5736","33.9","54.24","45.55","2.06","0","2.62","0","0.99","3.02","131","96.13","3.87","33300","0.3971","-0.617766583477596","70867",36081059100,"104","-0.617766583477596","Uncluster"
14.61,30.7,25.63,15.76,11.44,0.83,1.03,103,31.07,0,68.93,1658.029557,4215,"4217","39.8","70.64","64.03","0.57","0","6.05","0","0","0","90","96.24","3.76","31366","0.367","-1.00557006070443","70962",36081059300,"107","-1.00557006070443","Uncluster"
9.43,25,20.36,23.09,17.42,2.73,1.98,19,0,31.58,68.42,1802.777778,1768,"1768","49.8","94.29","0.68","91.97","0","0.28","0","0.96","0.4","50","95.39","4.61","42416","0.3503","-1.96797612002063","130500",36081059400,"19","-1.96797612002063","Uncluster"
11.89,28.78,26.99,20.73,10.42,0.92,0.27,138,14.49,5.07,80.43,1530.747126,5531,"5533","36.1","53.39","47.82","0.22","0","3.92","0","0","1.43","221","92.16","7.84","27024","0.4439","-1.25830027790786","72292",36081059500,"148","-1.25830027790786","Uncluster"
4.53,35.32,19.77,20.39,14.32,5.66,0,33,0,51.52,48.48,2076.470588,1272,"1272","45.7","94.81","1.34","92.77","0","0.08","0","0","0.63","58","91.41","8.59","34208","0.4282","-2.15116024628824","72578",36081059600,"87","-2.15116024628824","Uncluster"
4.63,25.79,35.83,17.76,14.83,0.77,0.39,25,0,20,80,1523.972603,1790,"1798","41.8","96.16","1.33","89.77","0","0","0","1.39","3.67","16","98.53","1.47","34237","0.3704","-1.61440935498346","88438",36081059800,"41","-1.61440935498346","Uncluster"
10.82,41.42,17.16,20.8,9.05,0.75,0,58,0,0,100,1621.787709,1250,"1255","51.1","77.05","69.56","0.64","0","6.22","0","0","0.64","21","96.99","3.01","37173","0.4634","-1.64092686236125","65446",36081059900,"35","-1.64092686236125","Uncluster"
5.97,18.83,40.18,18.94,13.55,2.53,0,29,0,27.59,72.41,1614.814815,1102,"1102","47.9","93.01","0.73","88.75","1.27","0.36","0","1.54","0.36","36","94.42","5.58","40874","0.3614","-1.72133685417301","96875",36081060000,"30","-1.72133685417301","Uncluster"
14.65,35.89,31.29,9.59,6.72,0.73,1.13,65,16.92,0,83.08,1655.144033,2310,"2324","39.1","56.02","49.01","0.43","0","3.27","0","1.59","1.72","11","98.88","1.12","31280","0.4724","-1.337448722371","69052",36081060100,"42","-1.337448722371","Uncluster"
11.64,35.5,20.05,26.43,4.87,1.12,0.39,74,0,0,100,1441.269841,2088,"2095","33.1","64.06","58.52","0","0","3.87","0","0","1.67","53","95.39","4.61","42345","0.546","-1.05014969523677","89375",36081060300,"70","-1.05014969523677","Uncluster"
14.17,22.47,34.57,16.25,10.11,1.3,1.12,41,0,0,100,1072.916667,1557,"1564","47.7","96.16","3.71","91.3","0","0","0","1.15","0","1","99.88","0.12","36509","0.4336","-2.02414942094854","98750",36081060800,"30","-2.02414942094854","Uncluster"
17.35,24.84,28.26,20.34,7.05,0.69,1.46,191,39.27,12.57,48.17,1464.350243,5726,"5742","36.2","59.8","53.22","0.3","0","5.8","0","0","0.49","218","93.09","6.91","29123","0.4022","-1.6499721229957","73860",36081061301,"162","-1.6499721229957","Uncluster"
4.59,20.69,36.99,24.34,11.61,1.31,0.47,9,0,0,100,1496.428571,1414,"1414","43.6","89.32","0.21","82.89","0","2.26","0","2.55","1.41","75","90.01","9.99","39697","0.3326","-2.15065228195651","125114",36081061400,"15","-2.15065228195651","Uncluster"
8.94,27.41,38.14,17.64,6.56,0.72,0.6,53,0,28.3,71.7,929.5454545,1118,"1118","43.9","95.8","2.15","84.08","0.81","3.76","0","2.77","2.24","8","98.49","1.51","40210","0.3927","-1.7263721639119","108676",36081061602,"37","-1.7263721639119","Uncluster"
3.29,22.53,35.63,21.48,13.32,1.2,2.54,25,0,56,44,1301.136364,1747,"1796","41.8","95.04","3.62","89.76","0","1.06","0","0","0.61","58","93.83","6.17","40248","0.403","-1.69101548740818","81406",36081061800,"67","-1.69101548740818","Uncluster"
18.8,25.63,22.09,15.87,14.33,2.93,0.36,126,42.06,0,57.94,1244.503546,2683,"2683","37.7","80.62","77.08","0","0","3.02","0","0","0.52","40","97.02","2.98","33750","0.3104","-2.17481633727594","91750",36081061900,"51","-2.17481633727594","Uncluster"
4.68,18.23,21.15,37.82,16.76,1.36,0,29,0,31.03,68.97,1607.407407,1425,"1431","47.9","90.99","1.75","84.63","4.61","0","0","0","0","14","97.9","2.1","41411","0.2884","-1.91199471555642","113125",36081062000,"27","-1.91199471555642","Uncluster"
20.14,30.54,21.45,20.49,5.91,1.46,0,85,0,0,100,1531.603053,2886,"2896","38.4","59.19","54.39","0.66","1.14","2.52","0","0.48","0","66","95.71","4.29","33181","0.4125","-1.59182625896408","68558",36081062100,"97","-1.59182625896408","Uncluster"
9.16,20,35.48,24.7,9.52,1.14,0,32,0,0,100,1306.306306,2077,"2083","46.4","86.8","0.72","85.07","0","0.62","0","0.24","0.14","89","92.5","7.5","38562","0.373","-2.35033771494514","103977",36081062200,"52","-2.35033771494514","Uncluster"
10.83,34.68,26.91,19.73,6.18,1.66,0,36,27.78,0,72.22,1467.068273,2246,"2246","36.8","65.05","59.13","4.99","0","0.71","0","0","0.22","9","99.24","0.76","36231","0.3469","-2.11841874459122","87333",36081062300,"59","-2.11841874459122","Uncluster"
14.88,39.82,22.78,15.81,5.68,0.26,0.77,70,21.43,0,78.57,1400,2692,"2692","38.9","61.74","59.7","0.97","0","0.3","0","0","0.78","85","94.66","5.34","32980","0.3584","-1.59455471743883","86607",36081062500,"65","-1.59455471743883","Uncluster"
8.93,30.31,38.15,11.16,11.02,0.43,0,48,0,29.17,70.83,1567.532468,2799,"2805","42.8","90.3","1.11","84.74","0","0.29","0","2.39","1.78","79","94.91","5.09","33124","0.3816","-0.889597486657248","83083",36081062600,"87","-0.889597486657248","Uncluster"
13.93,42.53,28.11,12.2,2.84,0,0.39,92,19.57,0,80.43,1528.056426,2944,"2944","37.1","51.32","49.35","0","0","1.39","0","0.58","0","96","93.63","6.37","29203","0.3631","-1.19012923693885","76859",36081062700,"87","-1.19012923693885","Uncluster"
19.25,38.45,16.56,16.88,7.47,0.74,0.65,157,45.86,0,54.14,1398.959881,3031,"3034","37.6","68.98","58.21","0.16","0","8.31","0","0","2.31","112","92.92","7.08","35515","0.4227","-1.58909780048932","80573",36081062900,"38","-1.58909780048932","Uncluster"
8.58,28.34,34.32,13.95,14.12,0.69,0,71,23.94,26.76,49.3,1608.823529,1503,"1503","46","98.74","1.66","94.81","0","1.4","0","0.07","0.8","15","98.26","1.74","49000","0.3832","-1.66003772083288","112438",36081063000,"55","-1.66003772083288","Uncluster"
10.08,29.34,34.52,13.31,10.97,1.17,0.61,53,43.4,33.96,22.64,1213.461538,2593,"2601","39.9","94.62","1.5","90.7","0","0","0","1.77","0.65","83","94.22","5.78","36560","0.3825","-1.80464601999473","112273",36081063200,"63","-1.80464601999473","Uncluster"
7.34,38.77,30.74,12.52,8.72,0.86,1.04,10,0,50,50,1434.507042,1704,"1704","38.8","73.24","69.42","0.35","0","3.46","0","0","0","61","93.42","6.58","34065","0.4318","-1.78235356837612","80156",36081063301,"29","-1.78235356837612","Uncluster"
6.69,39.03,26.3,21.1,5.76,0.46,0.65,63,23.81,0,76.19,1425.560538,1457,"1475","42.7","82.24","80.34","0","0","0.34","0","0","1.56","18","97.67","2.33","45731","0.4678","-1.73097764117643","85000",36081063302,"28","-1.73097764117643","Uncluster"
12.12,36.32,23.51,17.17,9.92,0.96,0,95,53.68,0,46.32,1584.856397,2547,"2551","40.5","71.81","67.86","0.39","0.47","2.23","0","0.27","0.59","82","93","7","32021","0.4444","-1.40187758141009","75288",36081063500,"48","-1.40187758141009","Uncluster"
12.8,29.54,32.9,14.75,7.82,1.94,0.24,123,18.7,0,81.3,1671.698113,3432,"3432","45.1","76.34","66.05","4.11","0","5.94","0","0","0.23","47","97.27","2.73","36322","0.376","-2.08993330818294","97356",36081063700,"131","-2.08993330818294","Uncluster"
16.02,26.11,28.69,20.52,7.03,1.03,0.59,23,0,0,100,1617.837838,3515,"3516","41.7","85.78","3.07","78.78","0","0.68","0","2.53","0.71","129","93.16","6.84","34125","0.3499","-1.34426695896786","101957",36081063800,"93","-1.34426695896786","Uncluster"
16.73,25,20.54,21.85,11.04,4.46,0.38,54,0,0,100,1417.28972,3043,"3043","37.2","71.77","52.22","4.83","0","10.09","0","0","4.63","21","98.73","1.27","35580","0.4145","-1.16125061392013","77179",36081063900,"42","-1.16125061392013","Uncluster"
13.69,18.63,27.16,28.56,9.99,1.63,0.34,103,0,60.19,39.81,901.6260163,2388,"2388","44.7","78.85","62.02","0.71","0","14.45","0","0.67","1.01","45","95.92","4.08","36791","0.4239","-1.41478502677425","70769",36081064101,"35","-1.41478502677425","Uncluster"
6.84,16.21,24.71,30.12,15.78,4.9,1.44,71,0,0,100,1714.649682,1915,"1927","41","76.02","54.28","3.53","0","16.66","0","0","1.56","108","88.98","11.02","42050","0.4545","-2.10018726270333","77364",36081064500,"25","-2.10018726270333","Uncluster"
8.47,26.36,35.73,17.12,9.69,2.31,0.32,53,0,0,100,1520,2969,"2976","43","96.17","0.57","90.32","0","0.97","0","1.24","3.06","146","91.1","8.9","33550","0.3416","-1.26673536936357","87823",36081064600,"43","-1.26673536936357","Uncluster"
6.86,28.9,34.83,18.94,7.95,1.86,0.67,90,0,0,100,1346.969697,2726,"2742","42.9","96.94","2.77","91.14","0.47","0","0","0.26","2.3","70","95.21","4.79","38654","0.4332","-1.11161756740772","93409",36081065000,"50","-1.11161756740772","Uncluster"
11.2,31.51,35.1,11.16,10.15,0.54,0.33,31,19.35,35.48,45.16,1491.84953,3718,"3782","33.5","76.97","0.95","71.58","0","2.75","0","0","1.69","91","95.31","4.69","29056","0.3722","-0.648173793952112","99792",36081065400,"130","-0.648173793952112","Uncluster"
10.67,38.38,24.93,12.8,9.89,2.82,0.51,191,33.51,10.47,56.02,1668.181818,4952,"4966","43","89.81","3.99","79.32","0","2.15","0","1.17","3.18","230","91.47","8.53","33000","0.4458","-0.346693922890136","80604",36081065600,"148","-0.346693922890136","Uncluster"
12.04,32.69,22.01,22.08,9.46,0.43,1.29,37,16.22,0,83.78,1520.277778,1791,"1802","45.6","71.75","69.09","0","0","2","0","0.33","0.33","87","91.39","8.61","37818","0.4133","-1.95913695089471","71382",36081065702,"38","-1.95913695089471","Uncluster"
6,32.29,23.66,20.59,15.4,1.06,1.01,170,12.35,25.88,61.76,1486.714976,2745,"2746","42.3","82.88","79.46","0.07","0","2.99","0","0","0.36","9","99.4","0.6","37099","0.3834","-1.83738752169176","85795",36081065703,"75","-1.83738752169176","Uncluster"
8.26,29.25,26.78,22.25,10.86,2.6,0,34,14.71,0,85.29,1589.781022,1884,"1884","45.7","91.72","78.82","0","0","8.49","0","3.77","0.64","47","95.54","4.46","46055","0.4325","-2.23092868956953","100039",36081065900,"27","-2.23092868956953","Uncluster"
10.87,32.43,35.62,15.27,5.08,0,0.72,65,0,0,100,1858.955224,3317,"3318","43.4","85.86","3.68","76.1","3.5","2.38","0","0","0.21","63","96.13","3.87","27426","0.4183","-0.183779031779619","68403",36081066000,"68","-0.183779031779619","Uncluster"
14.11,26.46,26.23,14.57,13.5,4.29,0.84,42,0,0,100,1424.822695,1628,"1647","48","88.59","83.55","2.49","0","1.64","0","0","0.91","20","97.58","2.42","42953","0.4057","-1.86977247586083","88636",36081066100,"16","-1.86977247586083","Uncluster"
6.3,22.88,26.73,24.86,15.34,1.59,2.31,5,0,0,100,1699.166667,2771,"2771","49.5","93.83","75.24","0.18","0","16.46","0","0","1.95","57","95.83","4.17","49648","0.422","-2.13478949543973","110000",36081066300,"41","-2.13478949543973","Uncluster"
12.92,29.09,33.9,15.66,7.73,0.7,0,114,22.81,0,77.19,1795.520231,9888,"9980","39.4","93.9","3.76","85.62","0","2.49","0","0","2.02","408","93.21","6.79","33520","0.3459","-0.298536941931607","92912",36081066400,"201","-0.298536941931607","Uncluster"
11.26,22.56,28.88,20.37,14.08,1.66,1.19,108,0,14.81,85.19,1557.921635,4148,"4149","44.7","83.76","77.49","0.8","0","1.81","0","0","3.66","34","98.45","1.55","38675","0.4018","-2.30751360387359","102708",36081066501,"51","-2.30751360387359","Uncluster"
